NF;Status;Cliente;CNPJ;Cidade;UF;RC;Coordenador;Transportadora;Analista;Data_Faturamento;Data_Agendada;SLA_Dias;Tempo_Parado_Dias;Observacoes
465227;Confirmada;Carrefour;45.543.915/0001-81;Barueri;SP;RC0021;Ana;Rodonaves;Pedro;29/03/2026;05/04/2026;7;4;Registro fictício para testes
961493;Atrasada;Leroy Merlin;04.722.690/0001-15;Barueri;SP;RC0040;Marcos;Patrus;Pedro;08/04/2026;19/04/2026;11;3;Registro fictício para testes
263568;Aguardando cliente;Leroy Merlin;04.722.690/0001-15;Barueri;SP;RC0008;Ricardo;JSL;Fernanda;24/02/2026;03/03/2026;7;9;Registro fictício para testes
459946;Aguardando cliente;Leroy Merlin;04.722.690/0001-15;Barueri;SP;RC0020;Ana;Patrus;Pedro;16/04/2026;18/04/2026;2;5;Registro fictício para testes
313701;Crítica;Leroy Merlin;04.722.690/0001-15;Barueri;SP;RC0034;Ana;Rodonaves;Amanda;15/03/2026;20/03/2026;5;9;Registro fictício para testes
800722;Faturada;Leroy Merlin;04.722.690/0001-15;Barueri;SP;RC0025;Ricardo;Rodonaves;Pedro;23/02/2026;08/03/2026;13;4;Registro fictício para testes
310445;Em transporte;Leroy Merlin;04.722.690/0001-15;Barueri;SP;RC0004;Ana;JSL;Pedro;15/05/2026;21/05/2026;6;6;Registro fictício para testes
792165;Entregue;Assaí Atacadista;06.057.223/0001-71;São Paulo;SP;RC0007;Marcos;Tegma;Amanda;27/02/2026;14/03/2026;15;3;Registro fictício para testes
204442;Entregue;Carrefour;45.543.915/0001-81;Barueri;SP;RC0032;Ricardo;Rodonaves;Pedro;18/03/2026;31/03/2026;13;2;Registro fictício para testes
687923;Faturada;Leroy Merlin;04.722.690/0001-15;Barueri;SP;RC0003;Marcos;Rodonaves;Bruno;19/03/2026;28/03/2026;9;5;Registro fictício para testes
264631;Faturada;Carrefour;45.543.915/0001-81;Barueri;SP;RC0023;Ricardo;Tegma;Bruno;02/04/2026;15/04/2026;13;10;Registro fictício para testes
389279;Faturada;Assaí Atacadista;06.057.223/0001-71;São Paulo;SP;RC0041;Ana;Patrus;Pedro;22/04/2026;02/05/2026;10;8;Registro fictício para testes
458388;Reagendada;Assaí Atacadista;06.057.223/0001-71;São Paulo;SP;RC0043;Marcos;JSL;Amanda;24/04/2026;28/04/2026;4;8;Registro fictício para testes
338475;Reagendada;Obramax;45.991.011/0001-44;São Paulo;SP;RC0016;Ricardo;Braspress;Amanda;03/03/2026;15/03/2026;12;4;Registro fictício para testes
668573;Agendada;Obramax;45.991.011/0001-44;São Paulo;SP;RC0014;Ricardo;Braspress;Gabriel;10/04/2026;19/04/2026;9;8;Registro fictício para testes
821978;Crítica;Leroy Merlin;04.722.690/0001-15;Barueri;SP;RC0009;Ana;Braspress;Gabriel;05/05/2026;11/05/2026;6;2;Registro fictício para testes
658850;Aguardando cliente;Assaí Atacadista;06.057.223/0001-71;São Paulo;SP;RC0012;Ana;Braspress;Pedro;14/05/2026;24/05/2026;10;5;Registro fictício para testes
564523;Em transporte;Carrefour;45.543.915/0001-81;Barueri;SP;RC0010;Marcos;JSL;Fernanda;31/03/2026;06/04/2026;6;2;Registro fictício para testes
379825;Confirmada;Telhanorte;60.597.786/0001-15;São Paulo;SP;RC0039;Marcos;Braspress;Pedro;05/03/2026;16/03/2026;11;5;Registro fictício para testes
599753;Agendada;Telhanorte;60.597.786/0001-15;São Paulo;SP;RC0033;Ricardo;Patrus;Bruno;23/02/2026;09/03/2026;14;2;Registro fictício para testes
244192;Agendada;Carrefour;45.543.915/0001-81;Barueri;SP;RC0013;Marcos;JSL;Amanda;21/03/2026;30/03/2026;9;0;Registro fictício para testes
878427;Confirmada;Assaí Atacadista;06.057.223/0001-71;São Paulo;SP;RC0049;Marcos;JSL;Fernanda;31/03/2026;05/04/2026;5;7;Registro fictício para testes
440677;Atrasada;Obramax;45.991.011/0001-44;São Paulo;SP;RC0016;Ana;Patrus;Pedro;21/03/2026;03/04/2026;13;9;Registro fictício para testes
741209;Crítica;Carrefour;45.543.915/0001-81;Barueri;SP;RC0034;Ricardo;JSL;Gabriel;12/04/2026;20/04/2026;8;1;Registro fictício para testes
144476;Confirmada;Carrefour;45.543.915/0001-81;Barueri;SP;RC0034;Ricardo;Patrus;Pedro;25/03/2026;09/04/2026;15;8;Registro fictício para testes
761282;Faturada;Carrefour;45.543.915/0001-81;Barueri;SP;RC0013;Ana;Patrus;Amanda;17/03/2026;31/03/2026;14;4;Registro fictício para testes
542983;Em transporte;Assaí Atacadista;06.057.223/0001-71;São Paulo;SP;RC0040;Marcos;Rodonaves;Fernanda;24/03/2026;28/03/2026;4;7;Registro fictício para testes
624977;Aguardando cliente;Carrefour;45.543.915/0001-81;Barueri;SP;RC0012;Ricardo;Rodonaves;Fernanda;11/05/2026;24/05/2026;13;6;Registro fictício para testes
126122;Agendada;Carrefour;45.543.915/0001-81;Barueri;SP;RC0030;Ricardo;Braspress;Amanda;11/04/2026;20/04/2026;9;1;Registro fictício para testes
780081;Agendada;Assaí Atacadista;06.057.223/0001-71;São Paulo;SP;RC0046;Ricardo;JSL;Pedro;11/04/2026;24/04/2026;13;1;Registro fictício para testes
189450;Crítica;Carrefour;45.543.915/0001-81;Barueri;SP;RC0046;Ana;Rodonaves;Gabriel;02/03/2026;09/03/2026;7;2;Registro fictício para testes
146038;Agendada;Carrefour;45.543.915/0001-81;Barueri;SP;RC0022;Ricardo;Braspress;Fernanda;13/03/2026;21/03/2026;8;2;Registro fictício para testes
423026;Em transporte;Leroy Merlin;04.722.690/0001-15;Barueri;SP;RC0047;Ana;Tegma;Fernanda;16/05/2026;24/05/2026;8;1;Registro fictício para testes
752801;Em transporte;Leroy Merlin;04.722.690/0001-15;Barueri;SP;RC0001;Ana;Patrus;Amanda;27/04/2026;29/04/2026;2;8;Registro fictício para testes
349433;Confirmada;Telhanorte;60.597.786/0001-15;São Paulo;SP;RC0038;Ricardo;Patrus;Amanda;06/03/2026;15/03/2026;9;6;Registro fictício para testes
729252;Faturada;Carrefour;45.543.915/0001-81;Barueri;SP;RC0016;Ricardo;Tegma;Gabriel;12/05/2026;23/05/2026;11;10;Registro fictício para testes
293818;Agendada;Obramax;45.991.011/0001-44;São Paulo;SP;RC0004;Ricardo;Tegma;Pedro;26/04/2026;28/04/2026;2;2;Registro fictício para testes
978721;Em transporte;Telhanorte;60.597.786/0001-15;São Paulo;SP;RC0022;Marcos;JSL;Pedro;26/02/2026;09/03/2026;11;6;Registro fictício para testes
398194;Crítica;Leroy Merlin;04.722.690/0001-15;Barueri;SP;RC0012;Ana;Rodonaves;Bruno;02/05/2026;14/05/2026;12;0;Registro fictício para testes
486473;Reagendada;Telhanorte;60.597.786/0001-15;São Paulo;SP;RC0005;Ana;Rodonaves;Pedro;14/04/2026;21/04/2026;7;4;Registro fictício para testes
828361;Em transporte;Carrefour;45.543.915/0001-81;Barueri;SP;RC0022;Ricardo;Patrus;Gabriel;05/05/2026;08/05/2026;3;3;Registro fictício para testes
214611;Crítica;Leroy Merlin;04.722.690/0001-15;Barueri;SP;RC0006;Ana;Rodonaves;Bruno;05/03/2026;07/03/2026;2;6;Registro fictício para testes
650912;Entregue;Obramax;45.991.011/0001-44;São Paulo;SP;RC0009;Ricardo;Rodonaves;Amanda;12/04/2026;18/04/2026;6;8;Registro fictício para testes
288646;Confirmada;Carrefour;45.543.915/0001-81;Barueri;SP;RC0046;Ana;Braspress;Pedro;20/03/2026;03/04/2026;14;1;Registro fictício para testes
935434;Aguardando cliente;Telhanorte;60.597.786/0001-15;São Paulo;SP;RC0048;Marcos;Rodonaves;Amanda;24/03/2026;05/04/2026;12;6;Registro fictício para testes
687638;Confirmada;Telhanorte;60.597.786/0001-15;São Paulo;SP;RC0001;Ricardo;Braspress;Bruno;10/04/2026;17/04/2026;7;4;Registro fictício para testes
631302;Crítica;Telhanorte;60.597.786/0001-15;São Paulo;SP;RC0021;Marcos;JSL;Bruno;13/04/2026;19/04/2026;6;5;Registro fictício para testes
130531;Agendada;Carrefour;45.543.915/0001-81;Barueri;SP;RC0013;Ana;Tegma;Amanda;11/03/2026;22/03/2026;11;7;Registro fictício para testes
604884;Agendada;Telhanorte;60.597.786/0001-15;São Paulo;SP;RC0041;Ana;Rodonaves;Bruno;01/03/2026;05/03/2026;4;7;Registro fictício para testes
646384;Em transporte;Carrefour;45.543.915/0001-81;Barueri;SP;RC0037;Ricardo;Tegma;Gabriel;15/05/2026;30/05/2026;15;8;Registro fictício para testes
818791;Entregue;Telhanorte;60.597.786/0001-15;São Paulo;SP;RC0023;Marcos;Braspress;Bruno;26/04/2026;07/05/2026;11;0;Registro fictício para testes
660226;Agendada;Assaí Atacadista;06.057.223/0001-71;São Paulo;SP;RC0037;Ricardo;Patrus;Fernanda;04/04/2026;16/04/2026;12;9;Registro fictício para testes
999488;Entregue;Telhanorte;60.597.786/0001-15;São Paulo;SP;RC0046;Marcos;Tegma;Amanda;13/04/2026;26/04/2026;13;1;Registro fictício para testes
573858;Em transporte;Carrefour;45.543.915/0001-81;Barueri;SP;RC0014;Ricardo;Tegma;Fernanda;22/04/2026;29/04/2026;7;1;Registro fictício para testes
311915;Aguardando cliente;Assaí Atacadista;06.057.223/0001-71;São Paulo;SP;RC0029;Ricardo;JSL;Amanda;18/05/2026;01/06/2026;14;8;Registro fictício para testes
606957;Crítica;Leroy Merlin;04.722.690/0001-15;Barueri;SP;RC0020;Ana;Braspress;Pedro;28/04/2026;05/05/2026;7;8;Registro fictício para testes
138328;Atrasada;Leroy Merlin;04.722.690/0001-15;Barueri;SP;RC0025;Ricardo;Rodonaves;Pedro;26/04/2026;09/05/2026;13;0;Registro fictício para testes
989322;Aguardando cliente;Assaí Atacadista;06.057.223/0001-71;São Paulo;SP;RC0022;Ana;JSL;Pedro;17/05/2026;29/05/2026;12;8;Registro fictício para testes
895338;Em transporte;Assaí Atacadista;06.057.223/0001-71;São Paulo;SP;RC0041;Marcos;Tegma;Fernanda;20/05/2026;31/05/2026;11;3;Registro fictício para testes
434652;Atrasada;Assaí Atacadista;06.057.223/0001-71;São Paulo;SP;RC0043;Marcos;Tegma;Fernanda;17/04/2026;27/04/2026;10;2;Registro fictício para testes
753205;Crítica;Assaí Atacadista;06.057.223/0001-71;São Paulo;SP;RC0033;Marcos;Braspress;Gabriel;08/05/2026;10/05/2026;2;5;Registro fictício para testes
248433;Em transporte;Obramax;45.991.011/0001-44;São Paulo;SP;RC0037;Marcos;Braspress;Pedro;12/04/2026;18/04/2026;6;4;Registro fictício para testes
565198;Faturada;Obramax;45.991.011/0001-44;São Paulo;SP;RC0009;Marcos;Patrus;Pedro;09/04/2026;19/04/2026;10;1;Registro fictício para testes
547181;Reagendada;Carrefour;45.543.915/0001-81;Barueri;SP;RC0012;Ricardo;Rodonaves;Gabriel;16/05/2026;19/05/2026;3;10;Registro fictício para testes
427617;Entregue;Carrefour;45.543.915/0001-81;Barueri;SP;RC0013;Ricardo;Rodonaves;Pedro;05/03/2026;12/03/2026;7;7;Registro fictício para testes
952336;Atrasada;Obramax;45.991.011/0001-44;São Paulo;SP;RC0007;Ana;Tegma;Amanda;06/05/2026;09/05/2026;3;7;Registro fictício para testes
746910;Em transporte;Leroy Merlin;04.722.690/0001-15;Barueri;SP;RC0024;Ana;Braspress;Bruno;24/04/2026;28/04/2026;4;5;Registro fictício para testes
168540;Atrasada;Carrefour;45.543.915/0001-81;Barueri;SP;RC0008;Ana;Patrus;Amanda;21/03/2026;23/03/2026;2;2;Registro fictício para testes
702593;Agendada;Assaí Atacadista;06.057.223/0001-71;São Paulo;SP;RC0033;Marcos;Patrus;Pedro;08/04/2026;19/04/2026;11;5;Registro fictício para testes
930924;Em transporte;Obramax;45.991.011/0001-44;São Paulo;SP;RC0035;Ana;Patrus;Gabriel;28/02/2026;03/03/2026;3;6;Registro fictício para testes
674566;Agendada;Leroy Merlin;04.722.690/0001-15;Barueri;SP;RC0031;Ana;JSL;Bruno;04/03/2026;09/03/2026;5;3;Registro fictício para testes
556501;Entregue;Obramax;45.991.011/0001-44;São Paulo;SP;RC0035;Ricardo;Braspress;Fernanda;28/03/2026;11/04/2026;14;10;Registro fictício para testes
610268;Aguardando cliente;Telhanorte;60.597.786/0001-15;São Paulo;SP;RC0038;Ricardo;Patrus;Bruno;10/03/2026;25/03/2026;15;8;Registro fictício para testes
422998;Reagendada;Telhanorte;60.597.786/0001-15;São Paulo;SP;RC0005;Ricardo;JSL;Gabriel;27/03/2026;31/03/2026;4;6;Registro fictício para testes
792232;Faturada;Assaí Atacadista;06.057.223/0001-71;São Paulo;SP;RC0006;Marcos;Braspress;Gabriel;20/03/2026;01/04/2026;12;10;Registro fictício para testes
256464;Atrasada;Telhanorte;60.597.786/0001-15;São Paulo;SP;RC0035;Ana;Patrus;Gabriel;04/05/2026;16/05/2026;12;9;Registro fictício para testes
814622;Entregue;Carrefour;45.543.915/0001-81;Barueri;SP;RC0020;Ricardo;Tegma;Amanda;27/04/2026;02/05/2026;5;5;Registro fictício para testes
741194;Crítica;Telhanorte;60.597.786/0001-15;São Paulo;SP;RC0026;Marcos;Tegma;Pedro;09/03/2026;11/03/2026;2;5;Registro fictício para testes
837520;Crítica;Obramax;45.991.011/0001-44;São Paulo;SP;RC0023;Marcos;Tegma;Pedro;16/05/2026;18/05/2026;2;3;Registro fictício para testes
513420;Entregue;Carrefour;45.543.915/0001-81;Barueri;SP;RC0046;Ana;Patrus;Amanda;22/02/2026;05/03/2026;11;6;Registro fictício para testes
281833;Atrasada;Obramax;45.991.011/0001-44;São Paulo;SP;RC0009;Marcos;Rodonaves;Amanda;25/04/2026;07/05/2026;12;5;Registro fictício para testes
802615;Agendada;Carrefour;45.543.915/0001-81;Barueri;SP;RC0009;Marcos;JSL;Pedro;03/05/2026;09/05/2026;6;2;Registro fictício para testes
242371;Aguardando cliente;Carrefour;45.543.915/0001-81;Barueri;SP;RC0009;Ricardo;Patrus;Amanda;27/02/2026;07/03/2026;8;9;Registro fictício para testes
576467;Crítica;Carrefour;45.543.915/0001-81;Barueri;SP;RC0028;Ricardo;Patrus;Amanda;04/03/2026;08/03/2026;4;5;Registro fictício para testes
733941;Faturada;Leroy Merlin;04.722.690/0001-15;Barueri;SP;RC0037;Ana;Braspress;Gabriel;29/04/2026;07/05/2026;8;4;Registro fictício para testes
484795;Faturada;Carrefour;45.543.915/0001-81;Barueri;SP;RC0003;Ricardo;Patrus;Bruno;14/03/2026;25/03/2026;11;1;Registro fictício para testes
183952;Agendada;Obramax;45.991.011/0001-44;São Paulo;SP;RC0047;Ricardo;Rodonaves;Bruno;22/03/2026;04/04/2026;13;7;Registro fictício para testes
739705;Aguardando cliente;Obramax;45.991.011/0001-44;São Paulo;SP;RC0016;Ana;JSL;Gabriel;12/05/2026;22/05/2026;10;9;Registro fictício para testes
460234;Crítica;Assaí Atacadista;06.057.223/0001-71;São Paulo;SP;RC0050;Marcos;Patrus;Amanda;05/03/2026;07/03/2026;2;8;Registro fictício para testes
447617;Reagendada;Carrefour;45.543.915/0001-81;Barueri;SP;RC0023;Ana;Tegma;Fernanda;10/03/2026;23/03/2026;13;0;Registro fictício para testes
923154;Em transporte;Obramax;45.991.011/0001-44;São Paulo;SP;RC0004;Ricardo;Patrus;Gabriel;14/04/2026;27/04/2026;13;2;Registro fictício para testes
405925;Faturada;Obramax;45.991.011/0001-44;São Paulo;SP;RC0019;Ana;JSL;Fernanda;16/05/2026;28/05/2026;12;8;Registro fictício para testes
238976;Em transporte;Telhanorte;60.597.786/0001-15;São Paulo;SP;RC0018;Ana;JSL;Pedro;17/04/2026;23/04/2026;6;9;Registro fictício para testes
258477;Atrasada;Leroy Merlin;04.722.690/0001-15;Barueri;SP;RC0024;Marcos;Tegma;Fernanda;08/03/2026;21/03/2026;13;7;Registro fictício para testes
134697;Entregue;Leroy Merlin;04.722.690/0001-15;Barueri;SP;RC0006;Marcos;Rodonaves;Fernanda;16/03/2026;31/03/2026;15;7;Registro fictício para testes
792759;Atrasada;Carrefour;45.543.915/0001-81;Barueri;SP;RC0047;Ricardo;Braspress;Fernanda;03/04/2026;08/04/2026;5;9;Registro fictício para testes
377238;Aguardando cliente;Assaí Atacadista;06.057.223/0001-71;São Paulo;SP;RC0004;Marcos;Patrus;Amanda;16/05/2026;28/05/2026;12;7;Registro fictício para testes
888977;Crítica;Assaí Atacadista;06.057.223/0001-71;São Paulo;SP;RC0015;Ana;Patrus;Amanda;23/03/2026;05/04/2026;13;4;Registro fictício para testes
555851;Faturada;Leroy Merlin;04.722.690/0001-15;Barueri;SP;RC0019;Ana;Patrus;Bruno;16/03/2026;31/03/2026;15;8;Registro fictício para testes
768387;Entregue;Telhanorte;60.597.786/0001-15;São Paulo;SP;RC0028;Ricardo;Tegma;Bruno;10/05/2026;20/05/2026;10;4;Registro fictício para testes
786128;Reagendada;Assaí Atacadista;06.057.223/0001-71;São Paulo;SP;RC0030;Ricardo;Braspress;Gabriel;10/05/2026;16/05/2026;6;3;Registro fictício para testes
823809;Agendada;Obramax;45.991.011/0001-44;São Paulo;SP;RC0021;Ricardo;JSL;Pedro;09/04/2026;21/04/2026;12;1;Registro fictício para testes
650779;Aguardando cliente;Telhanorte;60.597.786/0001-15;São Paulo;SP;RC0044;Ana;Tegma;Fernanda;31/03/2026;03/04/2026;3;4;Registro fictício para testes
124851;Aguardando cliente;Assaí Atacadista;06.057.223/0001-71;São Paulo;SP;RC0004;Ricardo;Braspress;Gabriel;28/04/2026;30/04/2026;2;10;Registro fictício para testes
190582;Agendada;Telhanorte;60.597.786/0001-15;São Paulo;SP;RC0025;Ricardo;Rodonaves;Fernanda;21/02/2026;24/02/2026;3;1;Registro fictício para testes
589638;Aguardando cliente;Leroy Merlin;04.722.690/0001-15;Barueri;SP;RC0041;Ana;Tegma;Amanda;20/04/2026;26/04/2026;6;10;Registro fictício para testes
918656;Aguardando cliente;Assaí Atacadista;06.057.223/0001-71;São Paulo;SP;RC0018;Marcos;Patrus;Amanda;20/04/2026;24/04/2026;4;5;Registro fictício para testes
377521;Agendada;Telhanorte;60.597.786/0001-15;São Paulo;SP;RC0029;Marcos;Patrus;Fernanda;19/04/2026;04/05/2026;15;9;Registro fictício para testes
615959;Aguardando cliente;Carrefour;45.543.915/0001-81;Barueri;SP;RC0010;Ricardo;Patrus;Fernanda;30/04/2026;12/05/2026;12;9;Registro fictício para testes
371577;Aguardando cliente;Telhanorte;60.597.786/0001-15;São Paulo;SP;RC0003;Marcos;JSL;Gabriel;27/03/2026;09/04/2026;13;4;Registro fictício para testes
256085;Faturada;Carrefour;45.543.915/0001-81;Barueri;SP;RC0003;Ricardo;Patrus;Bruno;20/05/2026;29/05/2026;9;2;Registro fictício para testes
103883;Crítica;Assaí Atacadista;06.057.223/0001-71;São Paulo;SP;RC0046;Ana;Patrus;Amanda;02/04/2026;13/04/2026;11;6;Registro fictício para testes
103468;Reagendada;Telhanorte;60.597.786/0001-15;São Paulo;SP;RC0045;Ana;JSL;Gabriel;14/03/2026;19/03/2026;5;8;Registro fictício para testes
417538;Reagendada;Assaí Atacadista;06.057.223/0001-71;São Paulo;SP;RC0004;Ricardo;JSL;Bruno;10/04/2026;22/04/2026;12;8;Registro fictício para testes
581966;Em transporte;Assaí Atacadista;06.057.223/0001-71;São Paulo;SP;RC0042;Marcos;Braspress;Gabriel;12/05/2026;27/05/2026;15;0;Registro fictício para testes
413388;Reagendada;Carrefour;45.543.915/0001-81;Barueri;SP;RC0007;Ricardo;Tegma;Amanda;27/02/2026;04/03/2026;5;1;Registro fictício para testes
137432;Confirmada;Carrefour;45.543.915/0001-81;Barueri;SP;RC0002;Ricardo;Rodonaves;Fernanda;28/04/2026;02/05/2026;4;7;Registro fictício para testes
666809;Em transporte;Carrefour;45.543.915/0001-81;Barueri;SP;RC0032;Ricardo;Patrus;Pedro;14/05/2026;28/05/2026;14;0;Registro fictício para testes
926045;Faturada;Assaí Atacadista;06.057.223/0001-71;São Paulo;SP;RC0026;Marcos;Braspress;Gabriel;15/05/2026;22/05/2026;7;7;Registro fictício para testes
707488;Confirmada;Obramax;45.991.011/0001-44;São Paulo;SP;RC0005;Marcos;Braspress;Amanda;03/05/2026;16/05/2026;13;10;Registro fictício para testes
148026;Confirmada;Telhanorte;60.597.786/0001-15;São Paulo;SP;RC0045;Ricardo;Braspress;Pedro;23/03/2026;03/04/2026;11;2;Registro fictício para testes
932251;Aguardando cliente;Telhanorte;60.597.786/0001-15;São Paulo;SP;RC0030;Ricardo;Braspress;Gabriel;13/04/2026;28/04/2026;15;1;Registro fictício para testes
723879;Confirmada;Telhanorte;60.597.786/0001-15;São Paulo;SP;RC0005;Marcos;Patrus;Bruno;08/05/2026;17/05/2026;9;10;Registro fictício para testes
817318;Crítica;Carrefour;45.543.915/0001-81;Barueri;SP;RC0009;Ana;Braspress;Pedro;11/04/2026;14/04/2026;3;9;Registro fictício para testes
226610;Em transporte;Leroy Merlin;04.722.690/0001-15;Barueri;SP;RC0010;Ana;Braspress;Bruno;10/04/2026;13/04/2026;3;8;Registro fictício para testes
710256;Faturada;Leroy Merlin;04.722.690/0001-15;Barueri;SP;RC0009;Marcos;Rodonaves;Amanda;27/03/2026;01/04/2026;5;2;Registro fictício para testes
106658;Faturada;Telhanorte;60.597.786/0001-15;São Paulo;SP;RC0012;Marcos;Rodonaves;Bruno;21/03/2026;24/03/2026;3;6;Registro fictício para testes
316174;Agendada;Carrefour;45.543.915/0001-81;Barueri;SP;RC0041;Ana;Rodonaves;Amanda;23/02/2026;27/02/2026;4;6;Registro fictício para testes
825272;Faturada;Leroy Merlin;04.722.690/0001-15;Barueri;SP;RC0039;Marcos;Patrus;Gabriel;30/04/2026;11/05/2026;11;1;Registro fictício para testes
104792;Crítica;Assaí Atacadista;06.057.223/0001-71;São Paulo;SP;RC0016;Marcos;JSL;Gabriel;08/04/2026;16/04/2026;8;1;Registro fictício para testes
898100;Crítica;Obramax;45.991.011/0001-44;São Paulo;SP;RC0033;Marcos;Patrus;Fernanda;06/04/2026;21/04/2026;15;4;Registro fictício para testes
935309;Agendada;Telhanorte;60.597.786/0001-15;São Paulo;SP;RC0044;Ana;Patrus;Fernanda;28/04/2026;01/05/2026;3;2;Registro fictício para testes
481884;Em transporte;Telhanorte;60.597.786/0001-15;São Paulo;SP;RC0014;Ana;Tegma;Bruno;16/05/2026;28/05/2026;12;9;Registro fictício para testes
876383;Faturada;Carrefour;45.543.915/0001-81;Barueri;SP;RC0035;Marcos;Braspress;Pedro;17/05/2026;20/05/2026;3;7;Registro fictício para testes
346729;Atrasada;Obramax;45.991.011/0001-44;São Paulo;SP;RC0038;Ricardo;Tegma;Amanda;08/05/2026;11/05/2026;3;3;Registro fictício para testes
215482;Entregue;Assaí Atacadista;06.057.223/0001-71;São Paulo;SP;RC0015;Marcos;Braspress;Amanda;23/04/2026;07/05/2026;14;3;Registro fictício para testes
593869;Atrasada;Carrefour;45.543.915/0001-81;Barueri;SP;RC0004;Ana;Braspress;Fernanda;24/04/2026;27/04/2026;3;9;Registro fictício para testes
491627;Agendada;Carrefour;45.543.915/0001-81;Barueri;SP;RC0030;Ricardo;Braspress;Bruno;30/04/2026;08/05/2026;8;4;Registro fictício para testes
133653;Faturada;Leroy Merlin;04.722.690/0001-15;Barueri;SP;RC0018;Marcos;JSL;Amanda;10/04/2026;14/04/2026;4;7;Registro fictício para testes
460265;Confirmada;Carrefour;45.543.915/0001-81;Barueri;SP;RC0019;Ricardo;Braspress;Gabriel;01/05/2026;15/05/2026;14;2;Registro fictício para testes
340860;Aguardando cliente;Obramax;45.991.011/0001-44;São Paulo;SP;RC0027;Ricardo;Patrus;Fernanda;13/03/2026;28/03/2026;15;9;Registro fictício para testes
115208;Reagendada;Carrefour;45.543.915/0001-81;Barueri;SP;RC0048;Marcos;Braspress;Bruno;24/03/2026;30/03/2026;6;6;Registro fictício para testes
256206;Faturada;Obramax;45.991.011/0001-44;São Paulo;SP;RC0027;Marcos;JSL;Amanda;24/04/2026;05/05/2026;11;8;Registro fictício para testes
513474;Atrasada;Telhanorte;60.597.786/0001-15;São Paulo;SP;RC0045;Marcos;Patrus;Amanda;29/03/2026;08/04/2026;10;3;Registro fictício para testes
113026;Reagendada;Telhanorte;60.597.786/0001-15;São Paulo;SP;RC0014;Marcos;Tegma;Bruno;12/03/2026;26/03/2026;14;3;Registro fictício para testes
801534;Em transporte;Telhanorte;60.597.786/0001-15;São Paulo;SP;RC0011;Ricardo;Patrus;Gabriel;20/05/2026;29/05/2026;9;9;Registro fictício para testes
909327;Agendada;Telhanorte;60.597.786/0001-15;São Paulo;SP;RC0046;Ana;Braspress;Bruno;25/03/2026;03/04/2026;9;10;Registro fictício para testes
101429;Aguardando cliente;Carrefour;45.543.915/0001-81;Barueri;SP;RC0025;Ricardo;Tegma;Gabriel;21/02/2026;05/03/2026;12;0;Registro fictício para testes
382894;Crítica;Assaí Atacadista;06.057.223/0001-71;São Paulo;SP;RC0037;Marcos;JSL;Gabriel;29/03/2026;12/04/2026;14;5;Registro fictício para testes
481671;Faturada;Telhanorte;60.597.786/0001-15;São Paulo;SP;RC0008;Ana;Tegma;Amanda;18/03/2026;30/03/2026;12;9;Registro fictício para testes
283781;Crítica;Telhanorte;60.597.786/0001-15;São Paulo;SP;RC0046;Marcos;Rodonaves;Fernanda;06/04/2026;13/04/2026;7;2;Registro fictício para testes
219073;Atrasada;Assaí Atacadista;06.057.223/0001-71;São Paulo;SP;RC0048;Ricardo;Braspress;Fernanda;22/04/2026;02/05/2026;10;5;Registro fictício para testes
813269;Reagendada;Assaí Atacadista;06.057.223/0001-71;São Paulo;SP;RC0018;Marcos;JSL;Bruno;18/04/2026;28/04/2026;10;5;Registro fictício para testes
652266;Aguardando cliente;Carrefour;45.543.915/0001-81;Barueri;SP;RC0031;Ricardo;Rodonaves;Gabriel;21/03/2026;31/03/2026;10;4;Registro fictício para testes
938759;Aguardando cliente;Carrefour;45.543.915/0001-81;Barueri;SP;RC0013;Ana;JSL;Pedro;04/03/2026;11/03/2026;7;6;Registro fictício para testes
214677;Agendada;Leroy Merlin;04.722.690/0001-15;Barueri;SP;RC0018;Marcos;Braspress;Amanda;16/04/2026;19/04/2026;3;2;Registro fictício para testes
123792;Em transporte;Leroy Merlin;04.722.690/0001-15;Barueri;SP;RC0027;Ricardo;Rodonaves;Fernanda;17/03/2026;29/03/2026;12;7;Registro fictício para testes
873544;Faturada;Assaí Atacadista;06.057.223/0001-71;São Paulo;SP;RC0019;Marcos;JSL;Pedro;30/03/2026;08/04/2026;9;3;Registro fictício para testes
531690;Entregue;Obramax;45.991.011/0001-44;São Paulo;SP;RC0042;Ricardo;Tegma;Amanda;01/03/2026;08/03/2026;7;9;Registro fictício para testes
580255;Em transporte;Obramax;45.991.011/0001-44;São Paulo;SP;RC0037;Marcos;Tegma;Fernanda;13/03/2026;22/03/2026;9;4;Registro fictício para testes
402143;Faturada;Leroy Merlin;04.722.690/0001-15;Barueri;SP;RC0010;Ana;Tegma;Amanda;22/03/2026;29/03/2026;7;2;Registro fictício para testes
661320;Em transporte;Obramax;45.991.011/0001-44;São Paulo;SP;RC0012;Marcos;Braspress;Fernanda;02/05/2026;15/05/2026;13;3;Registro fictício para testes
702433;Agendada;Telhanorte;60.597.786/0001-15;São Paulo;SP;RC0029;Ana;Tegma;Fernanda;17/05/2026;24/05/2026;7;3;Registro fictício para testes
797883;Entregue;Obramax;45.991.011/0001-44;São Paulo;SP;RC0023;Marcos;Tegma;Amanda;21/02/2026;23/02/2026;2;8;Registro fictício para testes
